Vrid,panelistid,gender,AGEyears,AREA,RELIGIOSITY,QREL2,Q1,Q2,Q3,Q1A,Q1B,Q2A,Q2B,Q3A,Q3B,Q4A,Q4B,Q5A,Q5B,QCHECK,Q6A,Q6B,Q7A,Q7B,Q8A,Q8B,Q9A,Q9B,Q10A,Q10B,EDUCATION,FAMILYNUMBER,FAMILYSTATUS,SELFINCOME,FAMILYINCOME,Q100_19,Q100_0,Q100_1,Q100_2,Q100_3,Q100_4,Q100_5,Q100_6,Q100_7,Q100_8,Q100_9,Q100_10,Q100_11,Q100_12,Q100_13,Q100_14,Q100_15,Q100_16,Q100_17,Q100_18,PROFESSION,END
733,7146,10009,80,1,1,1,1,1970,גרתי ברמת השרון והרגשתי שהספה זזה והמנורה מתנדנדת,8,היה הרס חלקי של מבנה,8,המבנה לא  קרס,7,הבנין לא קרס רק נסדק,9,אבנים נופלות זה על סף קריסה ומסוכן לאנשים,9,רק חלק מהמבנה קרס כנראה פגם בתכנון המבנה,8,10,המבנה לא ניתן לשחזור וחובה להרוס אותו,6,כנראה בנוי טוב לכן נגרם רק סדק אבל הקירות הפנימיים פחות טובים,9,החלק שנהרס נראה כתוספת למבנה ללא חיזוקים למבנה הישן והיציב יותר,7,הצריח חלול כדי לאפשר עליה וירידה ולא מחוזק מספיק בברזלים,9,המקום יושב בדיוק על השבר הסורי אפריקני שהוא מקור לרעידות חזקות,4,1,3,2,,,,,,,,,,,,,,,,,,,,,,8,
734,114027,10009,80,1,1,1,1,1922,ביפן,5,נראה לי שחלק קטן מהמבנה נהרס,9,בגלל התיאור,5,לפי התיאור למעלה,12,הבנין נהרס ולא ניתן לשיקום,6,לפי התמונה רק מגדל אחד ניזוק,8,10,נראה חלק מהמבנה הרוס לגמרי,4,לפי התיאור,6,נראה שחלק מהבנין נהרס,3,לפי התיאור הנזק נשמע קל,10,אם אי אפשר להשתמש בכנסיה הנזק גדול מאוד,6,2,2,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
736,137899,10009,24,2,1,3,2,,,8,"נפילה של קירות פנימיים, בבניין ישן אבל חזק יחסית",9,"לא ידוע אם הבניין ישן או חדש, ועד כמה בנוי טוב, לכן בחרתי באמצע יחסית מבין האפשרויות שחשבתי עליהן",7,מתאים ל'סדקים גדולים בקירות',8,בניין (ישן) שכמעט מתמוטט.  האישה נהרגה אולי בגלל שהתקשתה בהליכה בגלל הרעידה,7,"מתאים ל'נפילת חלקי ארובות' ו'התמוטטות קירות פנימיים', ורוב המבנה נשאר שלם",8,9,"בניין נפגע בשלד, אבל יש עוד בניין מאחוריו שלא נפל ולא ניכרת פגיעה",6,סדקים קטנים בקירות,8,'נפילה מסיבית של קירות',7,'נפילת חלקי ארובות והתמוטטות קירות פנימיים',8,"סדקים גדולים בקירות, שמובילים לכמעט התמוטטות",4,7,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
737,222695,10009,37,3,1,4,1,2010,ישראל,8,רואים שחלק גדול מהחומה חסרה עקב רעידת האדמה,9,כיוון שהמבנה עצמו מאוד עתיק כך שאם חלק ממנו נדבר אז המקום מהווה סכנה ממשית של קריסת המקום כולו,6,"לא קרה שום דבר מלבד סדק, אפשר לתקן",10,לא ניתן היה לשקם ומישהו נהרג,7,המבנה עדיין קיים רק נגרם נזק ושניתן לשקם,8,12,הלך קפוט,3,זה רק סדק,11,הלך ביניין המגורים,5,לא נגרם נזק ממשי,6,המקום עומד רק בגלל הסדקים הוא מוכרז כמקום מסוכן,4,7,2,,3,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,
739,209512,10010,62,1,1,1,1,2019,בישראל,8,הצריך נפל,11,קרסה כמעט מוחלטת,7,סדקים,11,"נזק משמעותי , אנשים נהרגו מנפילת אבנים",11,הרס מבנה וסדקים,8,12,"נזק אדיר ,מבנים מתמוטטים",7,סדקים,12,הרס כללי,11,צריך נשבר,7,סדקים,5,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
740,229014,10009,39,1,1,1,1,2020,יקנעם,8,התמוטטות מבנה,11,קריסה מוחלטת,6,סדק רציני,7,נזק משמעותי,10,קריסה חלקית,8,11,קריסת המבנה,5,סדקים,10,קריסה מבנים,4,נזק משני,8,לא בטיחותי נזק גבוה,6,4,2,,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
742,611633,10009,72,5,1,3,2,,,3,לא רואים נזק משמעותי לא סדקים ולא אבנים שנפלו,8,קרוב לקריסה כנראה שכבר לא מיועד למגוריםצוחייבים להרוס ולבנות מחדש,4,המבנה גדול ויציב מאוד הסדק  אולי לא מהווה סכנה אבל יתכן שהיסודות ניזוקו,7,הבנין כנארה חזק אבל המגדל מיטבהו חלש ולכן נהרס לחלוטין,5,רק המקום הגבוה נפגה אולי זזו תוספת בניה  שלא מחוסקת מספיק,8,5,זה מבנה שעומד על עמודים דקים וכן אין חיזוק לחלל התחתון שנמצא באוויר ורואים שהיסודות לא חזקים,7,כנסיות יושבות טוב בעל הקרקע יש להם יסודות חזקים וצריך רעידה די חזקה שיגרם להם משהוא,5,בנין נראה חזק  אבל יש לו תוספות בניה לא חזקות בכלל ולכן קדסו,4,אותן הסיבות שכתבתי ככל שהמגדל גבוה יותר הוא נתון יותר בסכנה,8,הכנסיה בנויה היטב,4,3,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
744,561507,10010,45,3,1,1,1,2008,רעידת אדמה שהורגשה במרכז הארץ,6,רואים שברים של מבנה אבנים שנפלו,11,כי כתוב קרוב לקריסה מוחלטת אז סימן שהנזק הוא רב,6,יש נזק בצורת סדק סדק עלול להתרחב ולגרום לנזק גדול יותר,11,מפני שמתואר נזק אדיר ואף מוות,6,נמבנה נחצה לשניים אך לא קרס,8,8,יש נזק ואף קיימת סכנת קריסה,6,בשל הסדקים,8,רואים שחלקים מהבית חסרים נראה כמו נזק רציני,9,נזק בצורת שבר של הצריח,6,יש סדקים הנזק עלול להיות עתידי,4,4,2,,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,
750,396937,10010,70,2,1,2,2,,,4,המבנה  נשאר,12,הבניין מהווה סכנה .לא נותר אלא להרוס לגמרי,8,אם יש בחלק התחתון סדקים וכן לאורך הבניין יש סכנה של ממש לבניין,12,אבנים נופלות זה אומר שאין יציבות לאבנים וכל נפילה של אבן תגרום לנפילות נוספות .כן כל בום על קולי יכול לזעזע האבנים,12,המבנה הרוס לחלוטין ללא תקנה,8,12,הרוס מהיסוד .אין תקנה,2,זה קורה בהרבה בתים ישנים סדקים שניתן לתקן,11,הרוס לחלוטין.אין תקנה .להרוס ולבנות מחדש,2,ניתן לתקן את הצריח,11,אם מומחים אומרים שיש סכנה בטיחותית יש לשמוע להם,4,3,2,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
751,111381,10009,47,3,1,1,2,,,7,חלקים בצריח נפלו,8,פגיעה קשה במבנה,7,סדקים החוצים את המבנה,8,נזקים מבניים שלא ניתן לשקם,8,התמוטטות חלקית,8,10,הרס מוחלט של המבנה,6,סדקים בקיר ללא פגיעה מבנית,9,התמוטטות חלקית של הבניין,7,נזק  לחלקים חלשים,7,"נזקי סדקים ללא התמוטטות ,יכול להיות שניתן לתקן",4,5,2,,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,7,
754,535942,10009,36,3,1,1,1,2005,אילת,8,שבירה של חלקים מלמעלה,10,לא ניתן להמשיך להכנס למבנה ויש להחריבו,10,כי נראה שהבניין נפגע בכללותו ויכול להמשיך להפגע גם בהמשך,11,לא ניתן לשקם את הנזק,7,נראה שהחלק התחתון לא ניזוק,8,11,הבניין חרב קליל,6,נשמע שהנזק הפיך,7,נראה שהמבנה לא היה יציב במיוחד מלכתכילה,3,נשמע שזה השפיע רק בקצה,8,סדקים שהופכים את המבנה ללא בטיחותי,6,2,2,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
756,154842,10009,67,5,1,1,2,,,8,רק הצריח נפל,8,אין תמונה אז הדירוג הוא בעייתי,9,סדקים יכולים להביא לנזק גדול יותר,11,לא ניתן לשיקום,9,לא ניתן לשיקום,8,12,הרס אדיר,9,סדקים יכולים להביא להתמוטטות,10,הרס רציני,8,לא נזק גדול במיוחד,10,הרס גדול מוציא הבניין משימוש,6,2,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,
760,245301,10010,65,3,1,1,2,,,3,קלה נזק קטן,9,נהרס מאוד,3,סדק זה לא התרסקות,9,קשה,5,עדין הבנין עומד,8,7,די הרסני,2,חלש,7,הרוס הרבה,6,בינוני,9,צריך להרוס את המבנה,4,2,2,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,
761,567054,10009,79,2,1,1,1,2020,אשקלון,8,הצריח נפל,11,קרוב לקריסה,9,סדק מסכן את הבנין,11,הריסה כמעט מוחלטת,10,הצריח נפל ונחצה לאורך,8,10,הרס בנין אחד והשני שלם,8,קירות רבים סדוקים,10,הרס חלקי,8,צריח ניזוק,9,סדקים בקירות,4,2,2,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
764,313958,10009,77,1,1,3,1,1995,בחתונה של ביתי בחדרה,7,נפגע  רק החלק העליון של צריח המסגד שכנראה לא היה בנוי בצורה מיטבית,11,קרוב לקריסה מוחלטת,6,הפגיע והנזק במקום רגיש,10,הנזק לא ניתן לשיקום . כמו כן אובדן חיים,8,הנזק חמור רק לחלק מהמבנה,8,10,מבנה שעדיין בתהליך בניה נפגע לחלוטין ייתכן שאם הבניה הייתה מושלמת הנזק היה קטן יותר,8,סדק נזק ניתן לתיקון ושיקום,10,חלק מהמבנה הרוס לחלוטין נראה כי לא ניתן לשיקום .  יתכן שהמבנה היה רעוע לפני כן,10,נזק שנגרם בעטיו של היותו מבנה גבוה  ולא מחוזק,8,ישנה סכנה בטיחותית אך לא מצביע בהחלטת על רמת הנזק,6,2,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
765,506327,10009,72,3,1,2,2,,,8,נפילה של קירות,9,קריסה חלקית שלשלד המבנה,8,סדקים גדולים בקירות,8,מבנים ישנים עלולים להתמוטט,9,נפילה של קירות וקריסה חלקית של שלד המבנה,8,10,מבנים הבנויים היטב מתמוטטים,6,סדקים בקירות,9,נפילה מאסיבית של קירות וקריסה חלקית של השלד,7,נפילת חלקי ארובות,7,במבנים ישנים סדקים גדולים בקירות,5,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
766,42639,10010,38,3,1,1,2,,,6,"נזק קל, לא בשלד המבנה",11,"נזק חמור, קרוב לקריסה מוחלטת",7,סדק גדול במבנה,8,"נזק כבד, סכנת התמוטטות",7,נפילת חלקי מבנה,8,9,נזק כבד למבנה,7,סדקים במבנה,8,נפילה של קירות,7,"נפילת חלקי ארובות, סדקים",7,"סדקים גדולים, סכנה",5,2,1,,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
775,353971,10009,42,3,1,1,1,2004,ישראל,7,.,8,.,4,.,8,.,10,.,8,11,.,4,.,11,.,8,.,7,.,4,2,8,,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
776,126550,10009,75,2,1,1,2,,,5,נזק בינוני  ומטה,9,קורס לחלוטין,6,ניתן לשיפוץ,8,בנין מתמוטט,7,נחצה לשניים,8,11,הרוס לחלוטין,7,נזק  רב,9,הרוס,4,נזק קל,9,נבנה לא בטיחותי,4,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
777,618380,10009,34,1,1,1,1,2020,"בעכו, רעידה חלשה.",7,"נגרם נזק בינוני, נפל חלק מן המבנה העליון שעל המסגד",9,ישנה סכנת קריסה,7,נוצר סדק שעשוי להוביל להתמוטטות,9,יש נזק וקריסה של קירות וסכנה של התמוטטות,8,נוצר סדק גדול ורואים קריסה רצינית של החלק החיצוני,8,10,"המבנה הרוס, אך הוא נראה ישן ולא עומד בתקן",7,ישנם סדקים קל ללא נזק לשלד המבנה,8,ישנה נפילה מסיבית של חלק מן הקירות החיצוניים,7,הנזק הוא בחלקי הצריחים הגבוהים ומעט אבנים שזזו,8,"נוצרו סדקים שמוגדרים כלא בטיחותיים, שעשויים להוביל לקריסה של קירות",4,4,2,,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
779,484103,10010,55,3,1,1,1,1995,"לא זוכרת באיזו שנה, משהו בשנות ה-90, בגוש דן",7,"אנשים יצאו החוצה (כנראה) ונזק משמעותי נגרם למבנה, צריך שנפל",9,הבנין כנראה לפגע בצטרה הרסנית - קריסה מוחלטת,7,"נזק יחסית קל, בעיקר סדקים",12,מבנה הרוס לחלוטין לפגיעה בחיי אדם = נזק מחריב,8,"נזק כבד נגרם למבנה, קירות מתמוטטים",8,12,נזק מחריב בדרגה הגבוהה ביותר. המבנה קרס לחלוטין וכנראה גם פגיעות בנפש,6,נשמע כמו נזק קל של סדקים בלבד,12,"נראה כמו חורבן כללי, גם אם כל המבנה לא הוחרב, הכל רעוע",6,נשמע כמו נזק בינוני קל בלבד,7,נזק של סדקים בקירות אם כי הבניין מיועד להריסה,4,3,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,
783,36304,10010,40,5,1,1,2,,,6,נראהשיש נזק קל בטיח המבנה ולא מעבר (לפי מה שאני מבינה מהתמונה),9,"9 זו דרגה לפיה יש קריסה של מבנים, אבל הקריסה לא מתרחשת בכלל המבנים ולא בכולם היא מוחלטת. לכן זה נראה לי מתאים לתיאור",7,7 זו דרגה המתארת אפשרות לסדקים  גדולים במבנים ולכן זה נראה לי מתאים,8,התלבטתי בין 8 ל-9 מכיוון שמדובר בנזק כבד אבל לא בהתמוטטות המבנה.,9,"שוב התלבטתי בין 8 ל-9, אבל נראה שיש נזק לשלד המבנה ולכן בחרתי ב-9",8,10,"התלבטתי בין 9 ל-10, מכיוון שלא ברור לי לפי התמונה כמה המבנה היה בנוי טוב מלכתחילה. אבל מכיוון שקרס לחלוטין, 10 נראה לי ציון מתאים",7,בגלל מספר הסדקים שמתואר,9,נראה שחלק משלד המבנה קרס,7,בגלל שבדרגה זו יש נפילה של חלקי ארובות (בהקשר לצריח שנפל),6,מכיוון שהוזכרו רק נזקים של סדקים בתיאור,6,3,2,,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,
784,216742,10010,32,1,1,3,2,,,7,הרס נרחב,10,התיאור תואם,6,נשמע מתאים,9,גודל הנזק,8,הרס נרחב,8,12,הבניין קרס לחלוטין,5,ניתן לתיקון,11,קרס כמעט לגמרי,8,תיאור הנזק,6,ההכרזה,4,3,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,
790,551888,10009,76,2,1,1,2,,,5,הגג וצריח המסגד נהרסו,5,ניתן לשקמם,7,תיקונים קודמים לא צלחו,8,נזק גדול שגבה חיי אדם,7,ניתן לשקם מחדש,8,10,טוטל לוס אין אפשרות לתקן או לחדש,4,ניתן לתקון וחידוש,9,הרוס לחלוטין אינו ראוי למגורים,3,נזק פעוט ניתן לתיקון או לשחזור,6,אפשר לתקנה,4,1,5,4,,,,,,,,,,,,,,,,,,,,,,8,
791,186755,10009,37,3,1,1,1,2004,בסיס צבאי לכיש,7,חלקים מהגג נהרסו. המבנה נותר שלם לפי התמונה ולדעתי יהיו תיקונים קלים בקירות,9,המבנה עלול לקרוס וזה לדעתי  עונה על ההגדרה על הרסנית,9,נוצר סדק גדול בקירות. הסדק חוצה את הנקודה החלשה ביותר במבנה וזה עלול לגרום בסופו של דבר לקריסה של המבנה,11,המבנה בסכנת התרסקות ונהרג אדם במהלך הרעידה.  לא ניתן לשקם את המבנה,9,חלקים מהחומה קרסו.    אחד מהמבנים על הגג נהרס לגמרי.  לדעתי יש סדקים קשים ביתר הקירות.,8,12,הבניין נהרסלגמרי ואי אפשר לשקמו בכלל.,6,יש סדקים רבים שלא מעלים חשש לנזק כבד למבנה.,12,חצי מהמבנה נהרס ולדעתי החצי השני גם בסכנה כזאת.,8,רק הקצה של הצריח נהרס שזה אומר שהמבנה לא נפגע יותר מדי אבל כנקרה נוצרו בו סדקים שעלולים לגרום לנזק כלשהו,12,המבנה לא בטיחותי וכנראה לא יחזיק לאורך זמן ויהרס בסופו של דבר,6,1,1,4,,,,,,,,,,,,,,,,,,,,,,6,
792,130957,10009,85,3,1,1,2,,,7,נזק חלקי,9,על פי התיאור,4,על פי התיאור,12,12 דרגה נראית מתאימה למצב,8,ניתן לשיקום,8,12,נזק טוטאלי,4,ניתן לשיקום,11,כך נראה לי,2,ניתן לשיקום,12,יש לבנות מחדש,5,2,2,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,
794,228317,10009,73,1,1,1,2,,,3,רואים חורבן מסוים,8,קרוב לקריסה,5,נזק לא הרסני מידי,6,קרוב להטמוטטות,4,בנין נשאר עומד,8,10,קרוב לנפילה מוחלטת,5,סדק לא תמיד מביא לנפילה,11,התמוטטות בנין,6,לא נפל הבנין,6,אפשר לתקן,5,1,3,1,,,,,,,,,,,,,,,,,,,,,,5,
798,160682,10010,47,5,1,2,1,2019,לא זוכרת,6,רק הצריח נשבר,10,בגלל המילים קרוב לקריסה מוחלטת,4,רק סדק,12,אדם נהרג. סכנת התמוטטות,6,שבר גדול במגדל,8,12,רוב הבניין התמוטט וגם מסביב לו,7,סדקים בקירות. לא נשברו,9,מחצית מהבניין קרס,6,רק הקצה נשבר,5,סדקים והודעה כי המקום לא בטיחותי,6,6,2,,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,5,
799,13279,10010,63,3,1,3,1,1987,כאשר הייתי בביתי,7,כי הבנין נהרס בקטנה,12,כי הבנין נהרס בצורה כזו שבימים הקרובים הוא יקרוס לחלוטין,6,כי ההרס מורגש  אבל לחיצוניות לא נגרם נזק גדול,10,כי הנזק הוא עצום  המגדל בסכנת התמוטטות  נזק לאנשים,7,כי הבנין נהרס בחלק העליון  כאשר היסודות לא נוזקו,8,12,נזק עצום המבנה נהרס כליל ויש צורך לבנות מחדש,7,כי הנזק שנגרם הוא בצורה כזו שניתן לתיקון,10,כי האזור נהרס אבל היסודות לא נפגעו,6,הבנין לא נהרס לחלוטין,8,בגלל הסדקים בקירות יכול המבנה בקלות להתמוטט,4,5,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
800,216745,10010,42,5,1,3,2,,,7,הרס,10,תיאור הנזק,5,ניתן לתיקון,8,לא ניתן  לשיקום,11,נסר נרחב,8,12,הרס מוחלאט,5,סדק,11,הרס רב,8,תיאור הנזק,8,לא בטיחותית,4,3,2,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,
801,108359,10009,73,1,1,2,1,1982,מקסיקו,4,הבית לא נהרס,8,קרוב לקריסה,6,חצי חצי,9,נזק קשה מאוד,7,נזק קשה,8,11,קשה לשיקום,5,ניתן לשיקום,4,ניתן ךשיקום,3,נזק קל,5,לא בטיחותי אבל לא נורא,5,2,2,,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
803,610921,10009,21,3,1,1,2,,,7,חלק קטן מהמבנה העליון קרס,10,לפי מה שקראתי בתחילת הדף,6,נגרם רק סדק למבנה,11,הבניין נמצא בסכנת 'קריסה כל רגע,8,חלק מהמבנה קרס,8,12,כל המבנה קרס ולא ניתן לשיקום,7,רוב המבנה סדוק,10,רוב המבנה קרס אך ניתן לשיקום,8,חלק קטן מהמגדל נשבר,8,סדקים רבים ולא בטיחותי לאנשים כי דברים יכולים ליפול,3,5,1,,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
804,88108,10009,65,3,1,2,2,,,4,לא רואה נפולת קירות,7,לא נפל אבל קרוב ל,6,סדק בלי התמוטטות,8,קרוב להתמוטטות + נפגעים,7,התמוטטות מוגבלת ניתן לתיקון,8,10,כמעט התמוטטות מוחלטת,7,סדק ניתן לשיפוץ,8,התמוטטות חלקית של המבנה,6,נזק לא משמעותי,7,נזק עקב אי יכולת שימוש,6,5,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,
808,17230,10009,74,3,1,1,2,,,6,לא נראה נזק משמעותי,10,כנראה שהיתה רעידה קשה ועוד מבנים ניזוקו בצורה קשה,7,"סדק, בלי הרס. נזק שאולי אפשר לתקן. אין סכנת התמוטטות",10,סכנת התמוטטות. כנראה היתה רעידת אדמה די קשה,9,המנזר נהרס. כנראה גם היו נפגעים,8,11,"נזק רב להרבה מבנים, כנראה גם נפגעים רבים",7,רעידת אדמה בינונית באזור,12,נראה נזק רציני ביותר,9,לפי התיאור נזק בינוני. אין ממש הרס,10,הבניין בסכנה,5,2,2,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
809,441871,10010,50,4,1,3,1,2004,"חדר כושר, שכונת רמת בית שמש א, ישראל",7,"נפילה של חלק על הגג, אין סדקים גדולים במבנה",9,נזק כבד למבנה והיתכנות של קריסת השלד,8,סדקים גדולים בקירות,10,נזק משמעותי הגורם להתמוטטות,8,"סדקים גדולים בקיר, התמוטטות של מבנה וחלק מהחומה",8,12,כל המבנים נהרסו,7,"נזק קל, נזק שאינו בשלד של המבנה, סדקים קטנים",9,"נזק כבד למבנה, נפילה מאסיבית של קירות",7,נזק בינוני - נפילה של חלקי מבנה,8,נזק כבד- סדקים גדולים שיכולים לגרום להתמוטטות.,5,4,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9,
813,151982,10010,53,3,1,1,2,,,8,נפילת חלקי ארובות. במבנים  ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים. רואים בתמונה שהצריח התמוטט,8,נפילת חלקי ארובות. במבנים  ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים.,7,כיוון שיש סדק בחיבורים,9,נפילה מאסיבית של קירות וקריסה חלקית  של שלד המבנה.,7,במבנים  ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים.,8,10,מבנים רבים הבנויים היטב מתמוטטים.,7,במבנים ישנים ייתכנו סדקים גדולים בקירות והתמוטטות של קירות פנימיים,9,נפילה מאסיבית של קירות וקריסה חלקית  של שלד המבנה,7,נפילת חלקי ארובות. במבנים ישנים ייתכנו סדקים גדולים בקירות,7,במבנים ישנים ייתכנו סדקים גדולים בקירות,6,2,1,,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,
816,45009,10009,73,1,1,1,1,1988,באזור בית שאן,8,משום שהבית ליד נשאר שלם בחלקו,8,משו שמ-9 הכל נהרס,7,משום שבניינים בעבר היו פחות חזקים ברעידת אדמה,7,כמו בתשובה הקודמת,7,משום שרק חלק מהבניין נהרס,8,9,חלק גדול של הבניין נהרס,6,סדקים מראים שהרעידה הייתה לא חזקה,8,חלק גדול של הבניין נהרס,6,חלק קטן של הבניין נהרס,6,סדקים בקירות זה לא יותר גבוהה מ-6,2,2,2,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
818,599436,10010,41,3,1,4,1,1987,בבולגריה,7,ככה נראה לי,12,כי זה היגיוני,4,לא יודעת,12,"כי כתוב 'להיותו בלתי ניתן לשיקום, והמגדל נמצא בסכנת התמוטטות'",8,ככה נראה לי,8,12,כי הבניין עומד לקרוס,7,כי אלה מספר סדקים,11,הבניין כמעט הרוס,12,חלק מהבניין שבור,9,כי הבניין לא בטיחותי בגלל סדקים,6,1,1,2,,,,,,,,,,,,,,,,,,,,,,6,
820,46313,10009,77,3,1,1,2,,,6,הצריח נפל,11,כך לפי ההגדרות שלכם,7,כמו בדוגמא של האונברסיטה בהר הצופים,11,נזק לפני הריסה מלאה,11,לפני הריסה מוחלטת,8,12,הריסה מוחלטת,7,כמו של האונברסיטה,12,הריסה מוחלטת,10,ניתן לתיקון,11,כמעט מוחלט,5,2,2,,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
821,336228,10009,77,3,1,2,1,1994,בכל זז בבית,7,הכיפה נפלה,9,הבניין עלול ליפול,9,הבניין עלול ליפול,10,מישהי נהרגה ועלול להמשיך ליפול,11,הנזק גדול,8,12,המבנה גמור,6,יש סדקים,12,נזק רב,9,מסוכן,7,אנשים בורחים החוצה,3,2,2,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
822,231208,10009,73,2,1,1,1,1977,רומניה,8,קירות נפלו,9,ניזוק אבל עוד עומד,7,אבל רק סדק,9,הרס,7,נזקים ניתנים לתיקון,8,9,הרס כמעט מוחלת,7,רק סדקים,9,הכל הרוס,8,"הבסיס נשאר, בגובה אפשר לתקן",8,לקראת הריסה,6,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
823,280389,10010,38,1,1,1,1,2019,בבית,6,מבולגן,7,ןןן,10,נזק גדול,12,לא ניתן לשיקום,11,קיר מפורק,8,12,בלאגן,5,רק סדק,10,הכל ממוטט,9,זזו אבנים,5,לא בטיחותי ניתן לתיקון,5,4,2,,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,6,
829,258087,10009,73,5,1,1,1,2018,בביתי בהוד השרון,8,חלק מהמבנה התרסק לקרקע,11,במצב הכי קחצוני לקראת קריסה,8,חלק מהמסגד קרס,10,קריסת המבנה כמעט במלואו,10,חלק מהמבנה קרס,8,12,קריסה כללית של המבנה ללא אפשרות שיקום,6,ניתן לשפץ ולתקן את הנזק,12,לא ניתן למגורים ואין אפשרות שיקום,10,סמלה של ירושלים עיר דוד שניתנת לשחזור,12,נכס הסטורי שלא ניתן  לשחזור,5,2,2,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,
831,531946,10010,40,2,1,4,2,,,8,נפילה של חלקי בנין ובלגן גדול,10,מקרה של אירוע גדול,5,סדק בלבד,10,סכנת התמוטטות של כל הבנין,8,סכנת קריסה חלקית,8,12,קריסה מוחלטת,6,סדק קל,9,קריסה גדולה של בנין,6,אין קריסה אבל יש תזוזזה,5,ישנם רק סדקים,1,10,2,,3,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,6,
832,524668,10010,70,3,1,1,2,,,4,"נזקים למבנה, אך הוא נותר ניצב על תילו",8,לפי המשפט המבנה קרוב לקריסה  לא מופיעה תמונה בדף,5,סדקים עלולים להתרחב ולהביא לקריסת מבנה עם השנים,9,"קריסת מבנה, אבדות בנפש",8,סכנת התמוטטות אחרי שחלק מהמבנה התמוטט,8,11,המבנה קרס לחלוטין,8,סכנת התמוטטות בעתיד,9,רוב המבנה התמוטט,6,הרס חלקי,8,סכנת התמוטטות,5,1,4,6,,,,,,,,,,,,,,,,,,,,,,8,
